TRACT,FIPS,reg_tr,reg_youth_tr,reg_senior_tr,reg_adult_tr,reg_latinx_tr,vote_tr,vote_youth_tr,vote_senior_tr,vote_adult_tr,vote_latinx_tr,mail_tr
152400,6097,7151.55678160952,531.68791373167,2551.08452753592,690.3035554335701,408.07379386833003,6321.46632942202,358.27666818629,2401.01211563944,507.62317833822,338.96549501828,1465.86326143268
152501,6097,2486.99999969501,224.61467999152,784.3902849143,324.78571472126,215.0153393291,2112.50115294946,141.72610415174,717.74095372126,241.78112417337,169.42813880921,83.37238099535
152202,6097,3723.99999941541,319.72536965364003,1191.17975447194,510.02652156166,314.50608581859,3213.24183323852,208.54938056597,1104.33991930914,392.56540411526,248.87800446623,78.04446662914
152600,6097,5741.99999944279,481.97843315181,1776.37130415199,525.83930650077,257.34770110042,5173.8151533462,346.51447179734,1685.18892086739,408.06675937721,211.8889862944,1016.5426783184
152502,6097,2083.99999963676,198.11195836525,597.74888204126,245.32079665872,191.36675918097,1800.58459457225,127.66938747064,558.04560368154,186.60514630325,148.76425167344001,80.95218338196
151700,6097,4215.99999939399,343.55588438079997,1266.6825016974499,550.0844610678,325.60909591463,3635.32870609569,221.57147783136,1170.77017220364,417.58307063065,258.83696521456,12.91199362717
150500,6097,3000.99999943878,180.17931508771,1129.22978404302,310.57284693927,168.81060962326,2685.74942275928,117.81163083859,1079.97958758736,239.25267883909999,128.1209119373,520.68344899076
151602,6097,2940.99999951431,47.57715434309,2143.97559566026,95.12582692882,83.5205451086,2731.508991371,31.90098584362,2029.54381232903,70.15860440559,73.39544277738,184.81444138616
150304,6097,2913.9999991105,250.93998952854,839.43175575809,367.01231151859,439.58372773203,2529.9661470508,172.24937597097,784.39234257675,266.94425542618,337.37045198959,0
150202,6097,3236.9999994373197,212.42172774118,1207.20909059266,314.02090141204,265.4136203419,2859.30645655081,148.65856005179,1123.08584210189,243.04971542463,208.55981727606,393.15512134175
150306,6097,1893.99999951737,179.42433573298,497.79686272656,264.366643779,304.86197349883,1616.63566394622,117.69323201867999,453.31148027030997,194.97235955241,233.25150877646,330.97940894592
151309,6097,3301.99999978,574.6807191021101,685.43591885782,479.74193734198,347.99765533741004,2729.73436987319,351.93657107125,639.75671824675,362.17197149744004,256.79727785394,312.77675421346004
150203,6097,2997.9999995233998,196.33277432118,1110.90227715892,295.14985175341997,236.73004522226,2617.38424252378,134.1169415214,1022.6774411555,221.19884125043998,191.75566947305998,6.25259214388
150204,6097,2401.99999944135,141.46711972318,999.50496217662,211.24833660647,125.91532512457,2179.56446361462,88.73670211691,937.47999491966,166.10859947098,104.77681361754,97.59228650826
150100,6097,1527.99999983234,89.83472468114,553.46656492589,148.91094065901,131.42305942759,1358.65835792619,62.23399640745,516.63034115859,111.5674101231,105.97230301304,19
150612,6097,2564.99999945869,269.16304204614,638.36071060749,334.73057140249,279.93348492004,2242.34952399455,184.04893978855,606.6902928408999,258.26594019924,226.23753694645998,72.774015746
151503,6097,2792.99999974819,214.09101147622,895.2286554307,317.64247319014,159.69507423565,2472.0017946522,146.81653932012,847.91171952992,240.19726765344,130.81440086279,1.6667380732000001
151502,6097,4138.99999959607,310.08775728863,1337.21213639254,524.21696278263,261.41261196826,3622.11498484429,204.51046771932,1260.44548234776,402.33605924236,207.1521704015,268.92672422168
151504,6097,2455.99999967601,208.50866480439998,726.73733623979,313.39709778178997,203.0515886647,2132.29387012222,123.24851970671,681.43671077696,238.49325324146,154.33506794752,208.86631639553002
151601,6097,2512.9999997657,19.479320289620002,1914.44455653813,65.85714734402,58.88395530741,2336.42766926217,14.704641822300001,1808.22456793488,46.61120598742,53.73351382055,245.33394190127
151800,6097,3390.99999956566,259.22966730659,837.7403066637401,509.43447654323,259.52242163486,2935.13020641854,169.89267052083,776.04272902276,395.1813936388,196.43804840131,2.11767338602
152300,6097,3090.90693933564,237.84713912643,935.3640375654101,365.49146090827,158.52238607759,2752.88282429554,176.23332508393,864.21838163724,288.46378853227003,136.48138811909,277.95303340447
153501,6097,3022.99999976776,177.44926468568,1031.94770831045,341.79966592927,146.66134226714,2686.17885518616,114.16416215407,967.60414286101,269.96150632628,128.38083987635,1022.50353996555
153502,6097,2750.9999998017,173.44750602991002,996.60801985829,328.29249692979,134.7523678975,2489.06273450846,124.08172099638,964.5965557299099,252.64066535704,108.91452709638,716.57411954677
153200,6097,2822.99999948509,386.17267821244,439.36870887034996,513.40788451037,783.2846958086,2197.35737016244,224.08886207647998,387.88286830178,342.72331454889996,571.1776157030799,262.04436173864997
153300,6097,4709.99999908309,610.85046525543,658.01271782564,947.06471051724,1185.42127022931,3678.70507106731,346.74606928498,582.78992648877,675.7887413754,884.3267879283001,520.99935243323
151307,6097,2984.99999963982,321.29858496702,735.40212905599,452.9762358904,331.30842600687,2560.5256123600097,221.76713566158,684.47028784809,341.0197436529,274.72958960975,159.17903929502
151000,6097,2334.99999978953,175.30230356032,651.93456383684,266.26894236768,148.77543144091,2051.46640176906,125.75123675326,616.21592393761,207.32465778552,123.04271195823,154.03826162676
151201,6097,3937.99999937541,398.49966096255,904.79059001584,636.45307952793,459.96714653471,3288.33108227873,248.64061053036,822.092995691,470.98098649856,356.43111206305,85.48371569881
150901,6097,2443.99999936962,170.29485150037002,634.00760153122,375.10260390465,253.02438194157,2136.56715971046,108.15380853041,589.3140695665201,301.74094653237,209.11288545435,4.91541957802
150902,6097,2253.99999963158,163.63197948834,547.69273179842,316.18960751299,167.60693354582,1997.12742115064,105.3140707035,516.46161399434,258.69427989431,141.82804575645,30.51229326501
150611,6097,2207.99999966332,209.02036320345,470.37699497578,323.09631255261,265.10511828512,1923.24380818312,134.50577873508,439.66648314771,258.96477706502,221.16070442342001,9
151203,6097,3050.99999952458,431.32179697584,525.25292020504,522.64574718008,321.23506933503,2599.33011278512,292.40704997689,484.50883786138,401.74538473207,259.93593336516,3.69344527763
151301,6097,1983.99999973654,293.5083047407,338.24657546179003,409.97041205621,381.34205154059,1612.96675064788,190.16830178329,309.710657122,309.75460559692,292.97356754372,1.0412244877799999
151310,6097,1916.99999971536,305.42231354527,300.94135402058,375.16657636508,288.90178047943,1562.31282957399,196.64183550522,277.03414082793,278.48391357325,223.40635674295,7.447393054189999
151311,6097,3352.99999969101,619.18239023572,435.36952847368,559.29286275146,407.60402400076,2823.98892314099,442.18808662585,401.48694069522,419.82612303772004,338.04730765869,6.43994493534
150800,6097,3109.99999953938,236.94722718149,773.67902487557,403.55399472644,179.55358828264,2785.79045977454,161.67751602044999,722.78409855266,334.15939748991997,155.64580980381,137.09550574541998
150701,6097,2932.99999936447,190.62208086397,721.4051806326501,414.27684396359,213.86311219248,2598.97210540091,121.54664197397,675.14698908373,339.31904187488,184.23962269646,76.52153332363
150702,6097,3364.99999962564,263.93438350612,949.28537128724,323.75424487348,134.28979304752,3013.61232447803,178.52001006498,894.45314481051,254.13662383431,116.79660894906,282.35982184533
150609,6097,2596.9999997175,190.33834098952,831.41130947768,296.63628577863,274.54181070898,2271.5912477195698,122.94605512092,764.9539249291,227.56187065822,221.75416841845,0.79562043789
150610,6097,2429.9999996327,251.1739349099,470.2671870162,325.5239989629,272.51057145085997,2113.32242312788,162.41780565375998,446.12883984278,253.36728143138,227.90503113412,6.75862068956
150603,6097,3978.99999952352,350.28628663824003,1087.9099445341799,632.28270736884,541.56665290579,3429.76541467992,241.90111581284,1000.34129246406,502.97310131087,453.93393079658,18.330958064860003
150602,6097,2730.99999950724,279.39880179579,661.03141966332,369.32617039527,329.6264925831,2372.47124219136,181.12538960187,623.26929774543,280.48295415093,273.95348674452,0.73977391557
150601,6097,2302.99999967992,235.66250736148,501.09666341628,406.95807323596,340.43309453756,1974.70349953652,153.39161604536,466.09179366026,313.7799833832,275.93933938682,2.61172863514
150607,6097,3345.99999940571,387.77054692761,615.75833660584,357.84757722529,312.55924212022,2939.72390999616,273.62947682315,577.43355899653,272.69941550758,263.56375974472,51.244299017740005
151308,6097,2895.99999949465,319.59224192005,907.44852451877,426.8469620479,298.75107327074,2431.88529031426,206.37927085751,832.39677596895,314.88010636745,241.00336588912,4.12008435904
151402,6097,3136.9999995987,432.44173725852,498.62901940316004,668.95218147781,865.51820831919,2366.74937589627,223.15951905629,437.29544556207003,465.56427524996,611.68660404439,280.65411420209
151401,6097,3569.99999915207,447.83940780489996,638.90358568104,731.75722612405,921.0358065831,2817.36313752077,257.68097329522,562.8922186736299,537.60854690742,698.43160599245,70.90639337022
153003,6097,2334.99999966848,269.29187152337,416.87688051217003,474.20562094145,519.84698614605,1859.3709282157402,171.07497928464,376.43966351619,333.8627245217,389.90005593509,89.84194702377
152100,6097,1513.62933696365,123.25214597234,398.14184909512,238.29823296451002,123.71964478148,1277.29489579217,72.92104167654,358.67276037996,181.7080459696,99.58284640697,2.60902834367
152201,6097,2230.90693953729,191.25061831402002,573.28349888668,366.05063754724,173.4824824969,1920.45359779007,126.7856452303,533.46717641784,283.23610325829003,139.9533113343,3.06026109776
152802,6097,2620.99999968321,299.61086554807,662.85036606296,585.48249995466006,485.18882985508003,2045.07254963674,179.44731078219,579.12466444234,412.61084429035,336.54266884594,8.80022789456
153001,6097,2701.999999647,325.7579656448,492.57268290607,601.16551234441,582.066170595,2137.21757045524,189.75266592334,439.71969326961,428.66974060898,423.79883530309,2.13408117897
151900,6097,1669.99999980956,112.99753693267999,370.62315266726,320.64039405268,183.97290638296,1379.56403925118,61.0221674805,327.25369454398,242.38177337176,145.0369457965,1.96059113278
152000,6097,1286.99999963958,96.0896342256,263.49054396654,296.32807629114,136.81827680106,975.9191991811799,53.87680070202,220.15979840478,227.53229526426,90.78412846878,1.59502838652
152203,6097,2140.9999993871597,183.0798479535,463.18392490138,424.77727334504,184.15657653283,1767.7322627252,108.50626821646,420.77674682159,327.70448313428,136.83724793975,1.93489694886
153006,6097,3896.99999952356,359.35624327566,998.78205179164,562.75143356977,581.21941732252,3305.39331679217,223.81039675488,929.13966052507,422.74818465280003,450.47327672476,14.24091557774
151305,6097,2260.9999997835102,356.89821500317,451.35295384878,507.83954671485,452.66740988436,1784.10374153795,234.13047630903,403.97758838514,366.84797666625,344.6169099002,2.42288483612
151306,6097,2177.99999973615,243.6592218458,556.39580926141,349.17134395245,241.17280717202001,1810.33544732373,156.28948045285,509.39809657243,256.22127511432,190.98302336796002,2.65545962799
153901,6097,3431.9999995777603,277.46365559534,1106.75159174719,400.65859938681,457.11806302342,3026.52117793165,177.81966058915,1051.10642271354,310.09350972154,368.47232536194997,889.4617926727001
153903,6097,2501.99999945608,186.33423570815,833.77372531365,268.15080955302,297.19173935765,2251.75409352166,128.50562535487,785.42926443279,213.24878218854,241.59187743454999,45.1203993935
152702,6097,2754.9999997618997,254.88078351757,660.00552449486,391.81006713841,288.50862817705,2362.55862652937,169.28047268361,610.85865720521,305.72881022585,231.26952387789999,508.88917532394
152906,6097,2981.99999972836,259.21261976871,608.98686599764,483.04893811234,330.75672789558,2544.61095921976,158.23289306459,576.28284331259,370.31197668603,268.46921731293,223.86526315125
152903,6097,1722.99999978728,231.46188666454,279.3234685164,355.40480994797,407.15067488506,1367.28633296682,135.87867815672,245.12754311446,270.9265419087,303.1770143922,13.5068493134
