reg_tr,reg_youth_tr,reg_senior_tr,vote_tr,vote_youth_tr,vote_senior_tr,GEOID,turnoutY,turnoutS,ratioYS
1767,264,347,1021,111,262,06099000304,0.42045454545454547,0.7550432276657061,0.5568615544760583
1751,278,296,903,105,226,06099003802,0.3776978417266187,0.7635135135135135,0.4946838988985802
1141,185,192,565,64,143,06099003803,0.34594594594594597,0.7447916666666666,0.46448686448686455
2618,345,555,1519,144,433,06099003804,0.41739130434782606,0.7801801801801802,0.5349934732402851
1779,189,484,1240,96,410,06099003906,0.5079365079365079,0.8471074380165289,0.5996128532713898
879,109,201,571,53,162,06099003908,0.48623853211009177,0.8059701492537313,0.6032959565069658
4178,567,714,2816,286,566,06099003605,0.5044091710758377,0.7927170868347339,0.6363041486716399
5726,868,941,3816,431,738,06099003606,0.4965437788018433,0.7842720510095643,0.6331269591497758
3176,397,694,2062,191,556,06099003909,0.4811083123425693,0.8011527377521613,0.600520087708171
1148,124,261,752,67,212,06099003805,0.5403225806451613,0.8122605363984674,0.6652084601339013
2485,126,894,1752,53,738,06063000300,0.42063492063492064,0.825503355704698,0.50954961930571685
1453,30,821,1163,14,711,06063000201,0.4666666666666667,0.8660170523751523,0.5388654477262073
728,26,291,578,12,259,06063000202,0.46153846153846156,0.8900343642611683,0.5185625185625187
3465,350,1093,2521,125,969,06063000100,0.35714285714285715,0.8865507776761208,0.4028453486657821
1713,94,683,1252,39,600,06063000400,0.4148936170212766,0.8784773060029283,0.4722872340425532
1309,41,672,986,19,569,06063000502,0.4634146341463415,0.8467261904761905,0.5473016417334648
1252,56,505,869,17,416,06063000501,0.30357142857142855,0.8237623762376237,0.36851820054945056
2511,338,564,1557,126,471,06107001502,0.3727810650887574,0.8351063829787234,0.44638751743112354
2505,293,635,1541,105,522,06107001501,0.3583617747440273,0.8220472440944881,0.43593817425758113
1093,224,186,545,67,138,06107002601,0.29910714285714285,0.7419354838709677,0.4031444099378882
1599,329,277,769,96,200,06107002602,0.2917933130699088,0.7220216606498195,0.40413373860182367
787,158,140,399,48,106,06107002800,0.3037974683544304,0.7571428571428571,0.40124193933604013
1411,200,329,854,76,279,06107002500,0.38,0.8480243161094225,0.44810035842293905
3441,353,709,2114,152,572,06107001704,0.43059490084985835,0.8067700987306065,0.5337268963331286
3156,387,538,1751,136,424,06107001302,0.35142118863049093,0.7881040892193308,0.44590707425283993
4249,421,986,2682,161,823,06107001703,0.3824228028503563,0.834685598377282,0.4581638926007914
2313,247,579,1372,86,474,06107001701,0.3481781376518219,0.8186528497409327,0.4253062061189976
3853,520,693,2148,163,569,06107001301,0.31346153846153846,0.8210678210678211,0.38177301608760306
1448,334,249,688,101,177,06107001601,0.3023952095808383,0.7108433734939759,0.42540343042728107
1855,344,361,1033,113,287,06107001602,0.32848837209302323,0.7950138504155124,0.4131857223887853
2399,319,567,1555,119,485,06107001400,0.3730407523510972,0.855379188712522,0.4361115599650971
3156,219,1064,2396,98,932,06107000100,0.4474885844748858,0.8759398496240601,0.5108667960099555
6803,907,1083,4172,376,870,06107002400,0.4145534729878721,0.8033240997229917,0.5160475991331788
3901,415,854,2427,156,696,06107002007,0.3759036144578313,0.8149882903981265,0.4612380556709597
2526,379,593,1550,139,490,06107003300,0.36675461741424803,0.8263069139966274,0.44384793495234504
1313,293,212,670,93,163,06107003200,0.3174061433447099,0.7688679245283019,0.41282271404342635
3307,235,1189,1732,80,788,06107002700,0.3404255319148936,0.6627417998317914,0.5136623825467114
1490,288,205,680,77,147,06107002202,0.2673611111111111,0.7170731707317073,0.3728505291005291
1677,349,160,793,101,126,06107002203,0.28939828080229224,0.7875,0.36748988038386315
969,200,136,448,55,101,06107003002,0.275,0.7426470588235294,0.3702970297029703
1121,232,159,477,58,112,06107003001,0.25,0.7044025157232704,0.3549107142857143
1854,346,294,837,89,203,06107002204,0.25722543352601157,0.6904761904761905,0.3725333864859478
1045,152,187,547,47,143,06107002901,0.3092105263157895,0.7647058823529411,0.4043522267206478
2183,283,408,1228,89,324,06107002903,0.31448763250883394,0.7941176470588235,0.3960214631592724
1932,268,301,1035,95,233,06107002904,0.35447761194029853,0.7740863787375415,0.45793030555377623
2144,232,425,1319,79,352,06107002302,0.34051724137931033,0.8282352941176471,0.4111358738244514
3445,340,1076,2208,114,867,06107002303,0.3352941176470588,0.8057620817843866,0.4161204966415632
705,79,162,390,23,126,06107002304,0.2911392405063291,0.7777777777777778,0.3743218806509946
988,145,212,627,61,179,06107002100,0.4206896551724138,0.8443396226415094,0.4982469659025236
955,154,198,543,56,157,06107003100,0.36363636363636365,0.7929292929292929,0.4585987261146497
1321,273,250,672,84,189,06107004300,0.3076923076923077,0.756,0.407000407000407
1098,268,196,473,74,132,06107004400,0.27611940298507465,0.673469387755102,0.4099954771596563
1359,270,244,736,97,184,06107004200,0.3592592592592593,0.7540983606557377,0.4764090177133656
2230,336,526,1160,90,396,06107003400,0.26785714285714285,0.752851711026616,0.35579004329004327
2527,264,678,1315,82,483,06107001902,0.3106060606060606,0.7123893805309734,0.4360060229625447
2415,276,573,1434,93,472,06107001800,0.33695652173913043,0.8237347294938918,0.4090595062638172
1827,185,528,958,59,374,06107001901,0.31891891891891894,0.7083333333333334,0.45023847376788556
2394,270,589,1509,87,499,06107002002,0.32222222222222224,0.8471986417657046,0.3803384546871521
2156,233,533,1261,78,424,06107002009,0.33476394849785407,0.7954971857410882,0.42082354846546277
1592,135,400,1131,46,334,06107001005,0.34074074074074073,0.835,0.4080727434020847
2716,314,625,1896,132,528,06107002006,0.42038216560509556,0.8448,0.4976114649681529
1123,131,347,709,49,284,06107002008,0.37404580152671757,0.8184438040345822,0.45702075045694013
2955,327,773,1824,114,642,06107002003,0.3486238532110092,0.8305304010349288,0.41976049615593475
2493,267,726,1628,110,590,06107002004,0.41198501872659177,0.8126721763085399,0.506951056941535
1656,323,268,696,70,193,06107001100,0.21671826625386997,0.7201492537313433,0.3009352090986381
548,53,193,335,16,158,06107001200,0.3018867924528302,0.8186528497409327,0.36876044900883687
11785,1433,1580,7383,563,1311,06107001003,0.3928820655966504,0.829746835443038,0.47349631094028044
2503,393,452,1300,126,346,06107000900,0.32061068702290074,0.7654867256637168,0.4188324581917663
3359,314,943,2311,120,840,06107001006,0.3821656050955414,0.8907741251325557,0.42902638762511375
2100,397,308,991,115,237,06107001004,0.28967254408060455,0.7694805194805194,0.37645208260264224
1872,363,268,801,97,186,06107000501,0.26721763085399447,0.6940298507462687,0.38502325305844365
1025,183,175,507,55,134,06107000502,0.3005464480874317,0.7657142857142857,0.392504689666422
2491,395,560,1340,126,445,06107000402,0.3189873417721519,0.7946428571428571,0.4014222727919215
2158,397,308,1091,133,235,06107000401,0.3350125944584383,0.762987012987013,0.43908033656680423
2666,378,667,1691,136,552,06107000301,0.35978835978835977,0.8275862068965517,0.4347442680776014
957,189,197,553,69,164,06107000701,0.36507936507936506,0.8324873096446701,0.4385404568331397
1600,349,274,836,122,205,06107000702,0.3495702005730659,0.7481751824817519,0.4672304144244881
2667,401,567,1583,143,464,06107000800,0.3566084788029925,0.818342151675485,0.4357694126752085
1281,277,228,619,85,167,06107000600,0.30685920577617326,0.7324561403508771,0.41894550249681145
2058,510,355,958,137,244,06107000201,0.26862745098039215,0.6873239436619718,0.3908309225329476
671,119,156,400,41,132,06107000202,0.3445378151260504,0.8461538461538461,0.40718105423987777
664,92,166,424,31,139,06107000302,0.33695652173913043,0.8373493975903614,0.40240850797622774
2471,338,524,1276,90,402,06107003602,0.26627218934911245,0.767175572519084,0.34708116223615654
2163,375,369,934,95,255,06107004101,0.25333333333333335,0.6910569105691057,0.36658823529411766
1219,190,254,570,47,179,06107003802,0.24736842105263157,0.7047244094488189,0.35101440752719787
1653,280,340,746,69,236,06107003901,0.24642857142857144,0.6941176470588235,0.35502421307506055
1290,136,403,839,48,334,06107003501,0.35294117647058826,0.8287841191066998,0.4258541740049313
616,100,137,278,25,89,06107004102,0.25,0.6496350364963503,0.3848314606741573
4438,673,776,2360,213,605,06107003502,0.3164933135215453,0.779639175257732,0.4059484484177176
2087,302,444,1055,81,339,06107003700,0.2682119205298013,0.7635135135135135,0.3512864091894743
1064,155,266,524,40,198,06107003801,0.25806451612903225,0.7443609022556391,0.346692733789508
1586,246,394,719,57,273,06107003902,0.23170731707317074,0.6928934010152284,0.3344054319664076
5,1,1,2,0,1,06107004000,0,1,0
2735,417,515,1479,125,398,06107003601,0.2997601918465228,0.7728155339805826,0.3878806502536664
1770,261,433,1047,86,339,06107004500,0.32950191570881227,0.7829099307159353,0.4208682286192204
2064,90,728,1422,32,598,06033001100,0.35555555555555557,0.8214285714285714,0.43285024154589374
3619,245,1103,2539,96,935,06033001300,0.39183673469387753,0.8476881233000907,0.4622416239222962
1848,98,610,1186,34,486,06033001200,0.3469387755102041,0.7967213114754098,0.4354581338708323
1192,98,358,625,30,266,06033000801,0.30612244897959184,0.7430167597765364,0.41199938622065363
1584,129,444,781,45,299,06033000702,0.3488372093023256,0.6734234234234234,0.5180057556195069
1453,104,407,723,22,280,06033000802,0.21153846153846154,0.687960687960688,0.3074862637362637
2152,88,950,1394,23,752,06033000600,0.26136363636363635,0.791578947368421,0.3301801257253385
1959,129,640,1060,28,465,06033000701,0.21705426356589147,0.7265625,0.29874135200466784
2021,120,683,1281,41,533,06033000100,0.3416666666666667,0.780380673499268,0.4378205128205128
1116,45,393,700,13,309,06033000502,0.28888888888888886,0.7862595419847328,0.3674217907227616
1492,67,562,933,20,449,06033000501,0.29850746268656714,0.798932384341637,0.37363294884153836
2996,206,1055,2062,70,876,06033000400,0.33980582524271846,0.8303317535545024,0.40924103382542004
1972,118,759,1377,40,643,06033000300,0.3389830508474576,0.847167325428195,0.40013706935182014
2844,217,949,1813,65,785,06033001000,0.2995391705069124,0.827186512118019,0.362118054536382
3903,207,1506,2696,58,1273,06033000900,0.28019323671497587,0.8452855245683931,0.3314776233250225
4013,507,872,1345,120,418,06025012200,0.23668639053254437,0.4793577981651376,0.4937572548908581
3145,384,885,1221,90,478,06025012100,0.234375,0.5401129943502825,0.4339369769874477
4127,595,733,1750,170,422,06025012002,0.2857142857142857,0.5757162346521146,0.49627623561272843
5366,753,940,2126,214,523,06025011900,0.28419654714475434,0.5563829787234043,0.5107930292850269
1802,239,472,656,51,238,06025012001,0.21338912133891214,0.5042372881355932,0.42319187089061566
542,20,223,175,2,92,06025940000,0.1,0.4125560538116592,0.24239130434782608
298,7,162,153,1,94,06025012400,0.14285714285714285,0.5802469135802469,0.24620060790273554
2594,300,620,1159,84,384,06025011600,0.28,0.6193548387096774,0.45208333333333334
2340,246,518,1365,90,396,06025011801,0.36585365853658536,0.7644787644787645,0.47856614929785657
2246,242,502,1235,85,371,06025011802,0.3512396694214876,0.7390438247011952,0.4752623020204495
1704,229,421,660,61,240,06025011400,0.2663755458515284,0.5700712589073634,0.4672671033478894
2372,254,498,1182,77,340,06025011700,0.3031496062992126,0.6827309236947792,0.4440250115794349
2547,322,363,1365,116,262,06025011803,0.36024844720496896,0.721763085399449,0.4991228486084112
648,61,225,319,15,148,06025012301,0.2459016393442623,0.6577777777777778,0.37383695170580417
1323,116,353,641,45,222,06025011100,0.3879310344827586,0.6288951841359773,0.6168452935694315
3850,482,680,1504,142,371,06025011300,0.2946058091286307,0.5455882352941176,0.5399783024460079
3394,404,508,1667,132,324,06025011201,0.32673267326732675,0.6377952755905512,0.5122845617895123
1928,236,467,709,55,249,06025011500,0.2330508474576271,0.5331905781584583,0.4370873323803689
1810,229,435,699,51,246,06025011202,0.22270742358078602,0.5655172413793104,0.3938119075513899
6353,687,923,3234,231,624,06025011000,0.33624454148471616,0.676056338028169,0.49736171761280934
625,64,144,331,19,103,06025010300,0.296875,0.7152777777777778,0.41504854368932037
2483,304,469,1200,87,314,06025010500,0.28618421052631576,0.6695095948827292,0.42745348642306397
2410,289,540,1022,67,325,06025010400,0.23183391003460208,0.6018518518518519,0.3852009582113388
3210,332,710,1925,126,525,06025010600,0.3795180722891566,0.7394366197183099,0.5132530120481927
1698,176,415,683,43,230,06025010700,0.24431818181818182,0.5542168674698795,0.4408349802371542
1546,140,344,748,54,226,06025010102,0.38571428571428573,0.6569767441860465,0.5871049304677624
904,61,254,476,26,166,06025010200,0.4262295081967213,0.6535433070866141,0.6521825004937783
257,10,127,150,4,82,06025010101,0.4,0.6456692913385826,0.6195121951219513
997,122,309,463,27,211,06025012302,0.22131147540983606,0.6828478964401294,0.3241006914769637
2664,297,628,1427,96,431,06025010900,0.32323232323232326,0.6863057324840764,0.4709742435960534
666,57,171,412,18,137,06025010800,0.3157894736842105,0.8011695906432749,0.3941605839416058
1174,61,446,870,28,375,06051000102,0.45901639344262296,0.8408071748878924,0.5459234972677596
2025,100,627,1573,43,547,06051000101,0.43,0.8724082934609251,0.4928884826325411
3350,214,630,2331,96,537,06051000200,0.4485981308411215,0.8523809523809524,0.526288309925338
1172,177,170,395,39,94,06077002201,0.22033898305084745,0.5529411764705883,0.39848539487919216
1652,257,318,539,54,166,06077002300,0.21011673151750973,0.5220125786163522,0.40251277483474757
2164,314,341,863,82,221,06077002100,0.2611464968152866,0.6480938416422287,0.40294549961091736
1785,261,296,631,66,169,06077002202,0.25287356321839083,0.5709459459459459,0.44290280895055434
1029,155,152,332,40,93,06077002503,0.25806451612903225,0.6118421052631579,0.4217828650711065
1704,246,214,696,66,128,06077002504,0.2682926829268293,0.5981308411214953,0.44855182926829273
1975,278,409,670,74,207,06077002401,0.26618705035971224,0.5061124694376528,0.525944461821847
883,140,154,332,45,87,06077002402,0.32142857142857145,0.564935064935065,0.5689655172413793
796,87,151,330,23,96,06077000300,0.26436781609195403,0.6357615894039735,0.4158285440613027
1725,231,307,532,45,160,06077000700,0.19480519480519481,0.5211726384364821,0.3737824675324675
2734,417,408,1082,123,228,06077000801,0.2949640287769784,0.5588235294117647,0.5278303672851192
1904,258,350,667,63,205,06077001900,0.2441860465116279,0.5857142857142857,0.41690300623936466
1536,205,290,571,52,179,06077002000,0.25365853658536586,0.6172413793103448,0.410955171004224
5880,930,719,2647,303,484,06077003801,0.3258064516129032,0.6731571627260083,0.4839976006398294
1467,123,310,414,21,154,06077000100,0.17073170731707318,0.4967741935483871,0.3436807095343681
560,81,77,155,16,33,06077000600,0.19753086419753085,0.42857142857142855,0.4609053497942387
1801,164,425,982,56,315,06077000401,0.34146341463414637,0.7411764705882353,0.46070460704607047
2634,295,462,1247,92,332,06077000900,0.31186440677966104,0.7186147186147186,0.4339799877476006
1857,199,352,728,43,221,06077000402,0.21608040201005024,0.6278409090909091,0.34416426021510266
1729,222,317,839,82,219,06077003803,0.36936936936936937,0.6908517350157729,0.5346579456168497
852,119,129,249,26,75,06077000500,0.2184873949579832,0.5813953488372093,0.37579831932773106
1236,190,206,446,52,125,06077001700,0.2736842105263158,0.6067961165048543,0.4510315789473685
1337,189,272,490,45,165,06077001800,0.23809523809523808,0.6066176470588235,0.3924963924963925
704,104,115,242,28,65,06077001600,0.2692307692307692,0.5652173913043478,0.47633136094674555
2677,427,319,1046,123,206,06077002800,0.28805620608899296,0.64576802507837,0.4460676201086832
2834,261,751,1562,90,584,06077001000,0.3448275862068966,0.7776298268974701,0.44343410486537554
2482,273,552,1229,85,397,06077001102,0.31135531135531136,0.7192028985507246,0.43291720873584855
3101,469,413,1454,144,285,06077003802,0.3070362473347548,0.6900726392251816,0.4449332285938728
2742,295,628,1424,88,459,06077001101,0.2983050847457627,0.7308917197452229,0.40813854732099997
2289,211,558,1390,68,472,06077003108,0.3222748815165877,0.8458781362007168,0.3809944573861354
2374,151,913,1668,67,799,06077003106,0.44370860927152317,0.8751369112814896,0.5070162206068844
3214,306,800,1915,101,656,06077003109,0.3300653594771242,0.82,0.4025187310696636
2390,223,680,1554,97,576,06077003203,0.4349775784753363,0.8470588235294118,0.5135151968111609
1972,204,439,890,64,295,06077003307,0.3137254901960784,0.6719817767653758,0.4668660684612828
1779,98,682,1163,38,557,06077003112,0.3877551020408163,0.8167155425219942,0.4747737515113765
1805,198,384,804,54,266,06077003306,0.2727272727272727,0.6927083333333334,0.3937115516062884
1813,173,427,948,56,311,06077003110,0.3236994219653179,0.7283372365339579,0.4444361838559188
2076,211,567,1054,66,410,06077003305,0.3127962085308057,0.7231040564373897,0.4325742688706508
1536,160,349,757,54,271,06077003216,0.3375,0.7765042979942693,0.43464022140221403
1267,158,272,587,49,208,06077003217,0.310126582278481,0.7647058823529411,0.40555014605647516
1940,169,601,1103,64,460,06077003111,0.378698224852071,0.7653910149750416,0.49477746333933625
878,123,169,339,22,103,06077003312,0.17886178861788618,0.6094674556213018,0.29347225511090064
941,123,174,329,27,102,06077003313,0.21951219512195122,0.5862068965517241,0.37446197991391683
1154,138,240,452,33,161,06077003407,0.2391304347826087,0.6708333333333333,0.35646772886848505
2594,343,418,971,99,255,06077003410,0.2886297376093295,0.6100478468899522,0.4731263934145087
2523,215,794,1799,102,680,06077001200,0.4744186046511628,0.8564231738035264,0.5539534883720931
5142,578,1042,2749,210,772,06077004102,0.3633217993079585,0.7408829174664108,0.49039030424727037
2650,267,566,1345,76,427,06077001300,0.2846441947565543,0.7544169611307421,0.377303546211264
2189,217,561,1328,78,458,06077003205,0.35944700460829493,0.8163992869875223,0.4402833397057936
2226,235,548,1113,88,388,06077001400,0.37446808510638296,0.708029197080292,0.5288879140162316
649,74,150,353,30,116,06077003308,0.40540540540540543,0.7733333333333333,0.5242311276794036
3472,480,536,1330,126,353,06077001500,0.2625,0.6585820895522388,0.39858356940509915
10885,1273,1993,5427,450,1410,06077003500,0.3534956794972506,0.7074761665830407,0.49965736825391516
2001,281,383,902,87,259,06077003113,0.3096085409252669,0.6762402088772846,0.45783811264238305
1966,293,301,894,90,200,06077003409,0.30716723549488056,0.6644518272425249,0.4622866894197952
1886,166,378,1109,57,314,06077003215,0.3433734939759036,0.8306878306878307,0.41336044816207507
2072,218,528,967,60,373,06077003403,0.27522935779816515,0.7064393939393939,0.3896008067491453
1533,203,211,519,60,131,06077003405,0.2955665024630542,0.6208530805687204,0.476065129921408
2298,310,460,883,60,300,06077003404,0.1935483870967742,0.6521739130434783,0.2967741935483871
2007,191,487,937,58,342,06077003310,0.3036649214659686,0.702258726899384,0.4324117448945225
5982,626,1005,3514,275,741,06077004002,0.43929712460063897,0.7373134328358208,0.5958078410575468
6052,641,1455,4088,296,1190,06077003114,0.46177847113884557,0.8178694158075601,0.5646114920227061
2365,245,607,1244,76,445,06077003213,0.31020408163265306,0.7331136738056013,0.42313230910341665
6918,781,1386,3893,304,1073,06077003208,0.3892445582586428,0.7741702741702742,0.502789336203615
1553,175,278,603,39,191,06077003311,0.22285714285714286,0.6870503597122302,0.32436798803290956
2277,211,577,1225,66,447,06077003209,0.3127962085308057,0.7746967071057193,0.40376602309233756
1418,150,324,565,28,219,06077003406,0.18666666666666668,0.6759259259259259,0.27616438356164386
1925,181,470,1138,74,367,06077003214,0.4088397790055249,0.7808510638297872,0.5235822782904542
1627,154,488,923,46,387,06077003210,0.2987012987012987,0.7930327868852459,0.37665693479646967
3203,409,470,2064,183,370,06077005208,0.4474327628361858,0.7872340425531915,0.5683605365756955
1513,195,227,890,82,167,06077005405,0.4205128205128205,0.73568281938326,0.5715952709964686
1342,171,224,816,76,169,06077005406,0.4444444444444444,0.7544642857142857,0.589086127547666
3226,375,497,2112,177,392,06077005403,0.472,0.7887323943661971,0.5984285714285714
1713,199,347,1001,78,269,06077005303,0.39195979899497485,0.7752161383285303,0.5056135697072723
2066,242,386,1228,100,299,06077005308,0.4132231404958678,0.7746113989637305,0.5334586362254347
1340,169,216,771,69,161,06077005307,0.40828402366863903,0.7453703703703703,0.547759932375317
4963,559,833,3271,262,644,06077005202,0.46869409660107336,0.773109243697479,0.6062456249513883
3068,390,607,1855,179,468,06077005302,0.45897435897435895,0.771004942339374,0.5952936664475126
2702,336,542,1617,132,409,06077005305,0.39285714285714285,0.7546125461254612,0.5206077541040867
6063,833,756,4022,416,571,06077005210,0.49939975990396157,0.7552910052910053,0.6612017836907091
3807,531,449,2556,265,360,06077005209,0.4990583804143126,0.8017817371937639,0.6224367022389622
7368,923,1022,4752,426,795,06077005207,0.46153846153846156,0.7778864970645792,0.5933236574746009
10304,1083,1307,6195,482,986,06077005206,0.4450600184672207,0.7543993879112472,0.5899527831000583
1683,154,371,940,59,266,06077004203,0.38311688311688313,0.71698113207547165,0.5343472317156528
1217,81,448,747,33,344,06077004501,0.4074074074074074,0.7678571428571429,0.5305770887166236
2767,206,819,2053,97,711,06077004104,0.470873786407767,0.8681318681318682,0.5423989185203392
3167,243,927,2210,112,808,06077004105,0.4609053497942387,0.8716289104638619,0.5287862119545288
1288,87,468,962,45,400,06077004202,0.5172413793103449,0.8547008547008547,0.6051724137931035
2474,271,471,1393,105,360,06077004402,0.3874538745387454,0.7643312101910829,0.5069188191881919
2085,204,487,1128,69,363,06077004307,0.3382352941176471,0.7453798767967146,0.45377572516609954
1329,145,290,666,46,207,06077004308,0.31724137931034485,0.7137931034482758,0.4444444444444445
577,89,89,220,28,52,06077004404,0.3146067415730337,0.5842696629213483,0.5384615384615384
3437,262,1020,2352,117,836,06077004303,0.44656488549618323,0.8196078431372549,0.5448518937872092
3119,275,816,2116,119,672,06077004305,0.43272727272727274,0.8235294117647058,0.5254545454545455
2900,230,828,1800,92,648,06077004302,0.4,0.782608695652174,0.5111111111111111
1868,153,476,1179,63,370,06077004204,0.4117647058823529,0.7773109243697479,0.5297297297297296
3705,300,1048,2386,123,843,06077004201,0.41,0.8043893129770993,0.5097034400948991
1539,239,235,581,75,137,06077004403,0.3138075313807531,0.5829787234042553,0.5382829917845036
936,144,147,356,45,87,06077004502,0.3125,0.5918367346938775,0.5280172413793104
3359,295,1010,2205,129,822,06077004600,0.43728813559322033,0.8138613861386138,0.5373005072374119
2560,263,467,1611,105,378,06077005134,0.39923954372623577,0.8094218415417559,0.4932403886776511
5508,351,2253,4130,154,2019,06077005135,0.43874643874643876,0.8961384820239681,0.4895966946487006
1034,89,237,632,34,189,06077005125,0.38202247191011235,0.7974683544303798,0.4790440520777599
1769,190,349,1016,72,265,06077005126,0.37894736842105264,0.7593123209169055,0.4990665342601787
3839,479,486,2023,173,328,06077005119,0.36116910229645094,0.6748971193415638,0.5351469015733998
2060,228,331,1218,102,248,06077005123,0.4473684210526316,0.7492447129909365,0.5970925297113753
1948,241,354,1075,92,268,06077005108,0.3817427385892116,0.7570621468926554,0.5042422741066451
1618,201,293,922,80,227,06077005124,0.39800995024875624,0.7747440273037542,0.5137309049466325
1574,168,359,900,64,273,06077005109,0.38095238095238093,0.7604456824512534,0.5009593581022153
3407,373,785,2005,138,618,06077005110,0.3699731903485255,0.7872611464968153,0.46994976443947006
4889,581,693,3072,257,557,06077005114,0.4423407917383821,0.8037518037518038,0.5503450065973048
3353,306,981,2088,116,792,06077005113,0.3790849673202614,0.8073394495412844,0.46954842543077835
2001,276,493,1200,78,403,06077005131,0.2826086956521739,0.8174442190669371,0.34572230014025246
1343,157,260,711,56,200,06077005132,0.35668789808917195,0.7692307692307693,0.4636942675159235
2094,227,388,1200,79,309,06077005133,0.34801762114537443,0.7963917525773195,0.4369930000142566
4855,527,787,3104,229,644,06077005106,0.43453510436432635,0.818297331639136,0.5310234893396348
3085,351,432,1908,160,348,06077005122,0.45584045584045585,0.8055555555555556,0.5658709106984969
4071,389,914,2842,186,761,06077004901,0.4781491002570694,0.8326039387308534,0.5742815737647325
2995,273,768,2122,136,637,06077004902,0.4981684981684982,0.8294270833333334,0.6006175927682992
3519,279,964,2588,138,829,06077005001,0.4946236559139785,0.8599585062240664,0.5751715371544937
3401,292,766,2570,175,668,06077005003,0.5993150684931506,0.8720626631853786,0.6872385366253793
3423,313,689,2424,141,599,06077005004,0.4504792332268371,0.8693759071117562,0.518163926032205
2712,426,327,1363,138,226,06077005127,0.323943661971831,0.691131498470948,0.46871494453446344
1811,208,340,909,71,235,06077005129,0.34134615384615385,0.6911764705882353,0.4938625204582652
1241,144,200,642,40,145,06077005130,0.2777777777777778,0.725,0.3831417624521073
2271,325,388,903,98,237,06077002701,0.30153846153846153,0.6108247422680413,0.4936579032781564
1288,163,248,541,45,161,06077003700,0.27607361963190186,0.6491935483870968,0.4252562588118737
2961,295,808,2061,132,683,06077004800,0.44745762711864406,0.8452970297029703,0.5293495793731543
1992,183,590,1172,79,436,06077003601,0.43169398907103823,0.7389830508474576,0.584173058605304
1498,142,403,908,56,304,06077003602,0.39436619718309857,0.7543424317617866,0.5227946627131208
2863,240,839,1964,118,712,06077004704,0.49166666666666664,0.8486293206197855,0.5793656367041198
1534,235,243,566,75,136,06077002702,0.3191489361702128,0.5596707818930041,0.570244055068836
1429,99,424,943,51,353,06077004701,0.5151515151515151,0.8325471698113207,0.6187655592754743
2096,196,592,1516,105,501,06077004703,0.5357142857142857,0.8462837837837838,0.6330196749358425
1026,79,333,690,43,270,06077004106,0.5443037974683544,0.8108108108108109,0.6713080168776371
978,86,324,624,40,249,06077004001,0.46511627906976744,0.7685185185185185,0.6052115438498179
1035,113,220,717,58,180,06077005502,0.5132743362831859,0.8181818181818182,0.6273352999016716
917,67,291,616,25,238,06077005501,0.373134328358209,0.8178694158075601,0.4562272670262135
527,73,156,319,31,118,06077003900,0.4246575342465753,0.7564102564102564,0.561411655444625
763,34,311,482,11,238,06093000200,0.3235294117647059,0.7652733118971061,0.4227632229362333
2752,147,921,1667,56,738,06093000300,0.38095238095238093,0.8013029315960912,0.47541618273325587
526,35,200,332,7,161,06093000100,0.2,0.805,0.2484472049689441
2849,174,1031,1917,59,852,06093000701,0.3390804597701149,0.8263821532492726,0.41031919486266255
920,27,435,679,11,363,06093001200,0.4074074074074074,0.8344827586206897,0.4882154882154882
1332,77,475,855,27,377,06093001100,0.35064935064935066,0.7936842105263158,0.44179957973061423
4674,264,1601,3019,102,1315,06093000900,0.38636363636363635,0.8213616489693941,0.47039405461458694
4934,267,1881,3538,123,1603,06093001000,0.4606741573033708,0.8522062732589049,0.5405664940035186
2352,181,775,1330,52,580,06093000702,0.287292817679558,0.7483870967741936,0.38388264431320246
527,21,212,335,10,171,06093000400,0.47619047619047616,0.8066037735849056,0.5903648008911166
1183,58,446,736,18,354,06093000500,0.3103448275862069,0.7937219730941704,0.3909994155464641
990,49,372,665,18,298,06093000600,0.3673469387755102,0.8010752688172043,0.4585673195452678
1864,116,599,1215,39,501,06093000703,0.33620689655172414,0.8363939899833055,0.4019719182325005
1955,86,759,1380,38,643,06093000800,0.4418604651162791,0.847167325428195,0.5215740171434772
2111,151,909,1731,83,826,06083001500,0.5496688741721855,0.9086908690869087,0.6049019450635794
2870,208,1013,2272,109,909,06083001706,0.5240384615384616,0.8973346495557749,0.5839944571380216
3725,377,1360,2957,187,1236,06083000700,0.4960212201591512,0.9088235294117647,0.5457838668417845
2664,195,994,2273,121,921,06083000501,0.6205128205128205,0.9265593561368209,0.6696957042233915
3081,271,908,2362,147,778,06083000102,0.5424354243542435,0.8568281938325991,0.6330737343363151
629,52,220,484,24,190,06083001800,0.46153846153846156,0.8636363636363636,0.5344129554655871
3249,289,1000,2491,138,890,06083001601,0.47750865051903113,0.89,0.5365265736168889
1014,73,335,795,35,298,06083001704,0.4794520547945205,0.8895522388059701,0.5389813367656523
2936,246,876,2194,111,767,06083001604,0.45121951219512196,0.8755707762557078,0.5153432759881705
2288,149,1090,1876,85,992,06083001402,0.5704697986577181,0.9100917431192661,0.6268266940896297
4219,345,1321,3516,209,1209,06083000502,0.6057971014492753,0.915215745647237,0.6619172630392827
1904,199,470,1350,96,379,06083000900,0.4824120603015075,0.8063829787234043,0.5982418689754843
3355,263,1130,2664,140,1024,06083000600,0.532319391634981,0.9061946902654867,0.5874227661596958
