reg_tr,reg_youth_tr,reg_senior_tr,vote_tr,vote_youth_tr,vote_senior_tr,GEOID,turnoutY,turnoutS,ratioYS
2092,155,355,1497,87,279,06081608600,0.5612903225806452,0.7859154929577464,0.7141866111689213
4301,275,1053,3380,171,859,06081608700,0.6218181818181818,0.8157644824311491,0.7622520901682718
3887,249,1001,3195,165,871,06081608800,0.6626506024096386,0.8701298701298701,0.7615536773961519
2214,141,638,1676,75,549,06081607000,0.5319148936170213,0.8605015673981191,0.6181451769174127
3744,240,904,2835,140,730,06081608900,0.5833333333333334,0.8075221238938053,0.7223744292237444
1645,98,431,1280,52,355,06081609000,0.5306122448979592,0.8236658932714617,0.6442081057775224
2041,161,520,1507,103,428,06081608200,0.639751552795031,0.823076923076923,0.7772682417135891
1754,134,452,1313,78,372,06081608300,0.582089552238806,0.8230088495575221,0.7072701011073664
1814,135,469,1346,80,392,06081608100,0.5925925925925926,0.835820895522388,0.708994708994709
1425,97,410,1037,55,341,06081608001,0.5670103092783505,0.8317073170731707,0.6817426005986033
2173,177,521,1611,100,435,06081608013,0.5649717514124294,0.8349328214971209,0.6766673160594844
3259,208,903,2366,115,708,06081608004,0.5528846153846154,0.7840531561461794,0.7051621577574968
2147,148,672,1595,74,589,06081608002,0.5,0.8764880952380952,0.5704584040747029
1599,142,443,1174,83,368,06081608023,0.5845070422535211,0.8306997742663657,0.7036321187997551
2144,198,391,1417,97,302,06081606100,0.4898989898989899,0.7723785166240409,0.6342731955314737
1824,181,362,1114,90,262,06081607701,0.4972375690607735,0.7237569060773481,0.6870229007633587
1566,136,297,976,63,208,06081607702,0.4632352941176471,0.7003367003367004,0.6614465497737556
1748,154,385,1197,85,308,06081607800,0.551948051948052,0.8,0.689935064935065
1799,82,493,1324,50,401,06081607900,0.6097560975609756,0.8133874239350912,0.7496502645824463
2078,176,407,1364,86,296,06081608400,0.48863636363636365,0.7272727272727273,0.671875
1472,102,344,1018,51,273,06081608502,0.5,0.7936046511627907,0.63003663003663
2759,225,485,2021,134,400,06081608501,0.5955555555555555,0.8247422680412371,0.722111111111111
2736,218,377,1949,117,296,06081607500,0.536697247706422,0.7851458885941645,0.6835637242747334
2039,137,381,1546,78,292,06081607600,0.5693430656934306,0.7664041994750657,0.742875712428757
2233,127,739,1562,55,578,06081606300,0.4330708661417323,0.7821380243572396,0.5537013323161594
3009,164,989,2314,108,818,06081606400,0.6585365853658537,0.8270980788675429,0.7962013238714295
2703,284,483,1688,131,334,06081606200,0.4612676056338028,0.6915113871635611,0.6670426752129544
2099,152,476,1477,74,390,06081606000,0.4868421052631579,0.819327731092437,0.5941970310391363
2837,149,665,2033,71,498,06081605900,0.47651006711409394,0.7488721804511278,0.6363036036764508
1792,186,485,1406,116,432,06081605800,0.6236559139784946,0.8907216494845361,0.7001692552767821
2593,211,715,2120,132,626,06081606500,0.6255924170616114,0.8755244755244755,0.7145344699665369
2093,179,477,1567,96,388,06081606600,0.5363128491620112,0.8134171907756813,0.6593330645625756
1744,113,445,1336,68,369,06081606700,0.6017699115044248,0.8292134831460675,0.72571168189558
2626,188,658,1949,109,531,06081607400,0.5797872340425532,0.8069908814589666,0.7184557438794726
1841,120,437,1276,63,326,06081607200,0.525,0.7459954233409611,0.7037576687116565
2523,210,655,1971,125,560,06081607300,0.5952380952380952,0.8549618320610687,0.6962159863945578
1986,144,534,1571,90,451,06081607100,0.625,0.8445692883895131,0.7400221729490023
1935,184,600,1497,91,522,06081611500,0.4945652173913043,0.87,0.5684657671164417
2911,308,1024,2164,162,868,06081611400,0.525974025974026,0.84765625,0.6205039200430905
3333,257,810,2699,172,706,06081609500,0.669260700389105,0.8716049382716049,0.7678486789166786
931,60,131,703,37,109,06081609100,0.6166666666666667,0.8320610687022901,0.741131498470948
2012,148,502,1590,87,439,06081609601,0.5878378378378378,0.8745019920318725,0.67219725420181
4140,285,1037,3299,168,896,06081613502,0.5894736842105263,0.8640308582449373,0.6822368421052631
3912,274,1088,3096,162,953,06081613600,0.5912408759124088,0.8759191176470589,0.674994830002834
2601,211,626,1988,114,544,06081613501,0.5402843601895735,0.8690095846645367,0.6217242821299136
5360,387,1774,4126,191,1527,06081613700,0.4935400516795866,0.8607666290868095,0.5733726599080462
2289,123,692,1701,57,596,06081613800,0.4634146341463415,0.861271676300578,0.5380586020625308
5205,425,1822,4328,248,1643,06081613200,0.5835294117647059,0.9017563117453348,0.6471032186459489
2355,214,671,1883,124,594,06081613400,0.5794392523364486,0.8852459016393442,0.6545517480096918
3038,256,781,2387,150,664,06081612900,0.5859375,0.8501920614596671,0.6891825112951807
2302,228,547,1861,136,494,06081612800,0.5964912280701754,0.903107861060329,0.6604872505149514
1875,149,733,1509,97,643,06081613000,0.6510067114093959,0.8772169167803547,0.7421274019643658
2532,159,590,1934,96,475,06081612600,0.6037735849056604,0.8050847457627118,0.7499503475670308
1651,151,397,1333,84,350,06081612700,0.5562913907284768,0.8816120906801007,0.6309933774834436
2575,182,529,2019,111,467,06081612500,0.6098901098901099,0.8827977315689981,0.6908605313316235
3436,315,724,2655,195,626,06081613900,0.6190476190476191,0.8646408839779005,0.7159592271413359
4326,372,967,2585,187,666,06081602600,0.5026881720430108,0.688728024819028,0.729879072621008
3105,270,590,2077,128,467,06081602700,0.4740740740740741,0.7915254237288135,0.5989372670314855
2283,166,474,1631,87,381,06081602900,0.5240963855421686,0.8037974683544303,0.6520254245327768
2456,203,639,1606,90,504,06081602800,0.4433497536945813,0.7887323943661971,0.5621041520056299
1589,140,386,905,62,263,06081601502,0.44285714285714284,0.6813471502590673,0.6499728408473655
2861,190,597,2144,114,505,06081603000,0.6,0.8458961474036851,0.7093069306930693
2489,181,556,1963,115,487,06081603100,0.6353591160220995,0.8758992805755396,0.7253791961155797
3919,293,1191,3033,179,1033,06081603400,0.6109215017064846,0.8673383711167086,0.7043635126160922
2627,184,570,1988,93,489,06081603200,0.5054347826086957,0.8578947368421053,0.5891571085622833
4657,382,1060,3593,220,929,06081603300,0.5759162303664922,0.8764150943396226,0.6571272380930913
2285,138,447,1740,88,362,06081609202,0.6376811594202898,0.8098434004474273,0.7874129233725677
2444,158,565,1944,102,473,06081609201,0.6455696202531646,0.8371681415929203,0.7711349586533572
1432,122,256,958,70,202,06081610302,0.5737704918032787,0.7890625,0.7271546826813828
2290,201,478,1897,122,433,06081609300,0.6069651741293532,0.9058577405857741,0.6700446956901406
2255,202,427,1903,134,373,06081609400,0.6633663366336634,0.8735362997658079,0.7594032861731214
3880,308,1147,3125,198,1026,06081609603,0.6428571428571429,0.8945074106364429,0.718671679197995
1178,83,284,966,48,247,06081609602,0.5783132530120482,0.8697183098591549,0.6649431735037316
3229,263,862,2595,163,767,06081609700,0.6197718631178707,0.8897911832946636,0.6965363050946605
4227,296,1053,3325,174,912,06081611100,0.5878378378378378,0.8660968660968661,0.6787206614509246
3137,228,774,2436,126,668,06081609800,0.5526315789473685,0.8630490956072352,0.6403246139300347
3247,241,869,2507,142,762,06081611300,0.5892116182572614,0.8768699654775605,0.6719486827632023
2019,202,600,1621,120,506,06081613300,0.594059405940594,0.8433333333333334,0.7044182679137478
1816,288,299,946,119,189,06081611800,0.4131944444444444,0.6321070234113713,0.6536779835390946
2538,446,375,1250,157,232,06081612000,0.35201793721973096,0.6186666666666667,0.5689945105922375
4123,559,639,2291,232,422,06081611900,0.4150268336314848,0.6604068857589984,0.6284411059017033
2215,296,304,1320,131,217,06081612100,0.44256756756756754,0.7138157894736842,0.6200024909702329
1502,110,299,1225,67,265,06081611600,0.6090909090909091,0.8862876254180602,0.6872384219554032
2598,343,357,1534,156,242,06081611700,0.45481049562682213,0.6778711484593838,0.6709394501602293
1967,176,404,1421,87,335,06081610602,0.4943181818181818,0.8292079207920792,0.5961329715061059
1639,219,303,974,87,222,06081610500,0.3972602739726027,0.7326732673267327,0.5422065901517956
1485,217,254,863,93,182,06081610601,0.42857142857142855,0.7165354330708661,0.598116169544741
2659,233,669,1809,111,510,06081610700,0.47639484978540775,0.7623318385650224,0.6249179500126231
2239,255,348,1344,117,227,06081610400,0.4588235294117647,0.6522988505747126,0.7033946618294895
1712,215,319,967,104,206,06081610201,0.48372093023255813,0.64576802507837,0.7490629939038157
1711,140,175,1215,77,124,06081610202,0.55,0.7085714285714285,0.776209677419355
689,87,106,419,43,74,06081610203,0.4942528735632184,0.6981132075471698,0.7079838459148805
1245,93,171,876,48,142,06081610100,0.5161290322580645,0.8304093567251462,0.6215356656065425
2235,177,552,1766,102,478,06081609900,0.576271186440678,0.8659420289855072,0.6654847173959294
2866,193,577,2189,117,457,06081610000,0.6062176165803109,0.7920277296360485,0.7653994852666071
3280,247,658,2428,141,543,06081611000,0.5708502024291497,0.8252279635258358,0.6917484957612902
2921,319,445,1962,152,350,06081610900,0.47648902821316613,0.7865168539325843,0.6058217644424541
1314,163,177,842,72,135,06081610800,0.44171779141104295,0.7627118644067796,0.5791411042944785
1986,143,442,1529,88,361,06081611200,0.6153846153846154,0.8167420814479638,0.7534626038781164
4373,293,777,3286,163,635,06081610303,0.5563139931740614,0.8172458172458172,0.6807180672381822
2431,147,621,1836,88,523,06081610304,0.5986394557823129,0.8421900161030595,0.7108128146095914
2938,276,665,1897,143,522,06081601200,0.5181159420289855,0.7849624060150376,0.6600519184852017
3298,373,744,1884,180,472,06081601300,0.48257372654155495,0.6344086021505376,0.7606670604807562
1150,96,321,741,51,234,06081601601,0.53125,0.7289719626168224,0.7287660256410257
3302,241,831,2308,137,660,06081603700,0.5684647302904564,0.7942238267148014,0.7157487740475292
3173,233,693,2173,125,543,06081614000,0.5364806866952789,0.7835497835497836,0.6846797714177316
2826,212,808,1780,100,589,06081602500,0.4716981132075472,0.7289603960396039,0.6470833199859052
1703,188,362,965,81,226,06081600200,0.4308510638297872,0.6243093922651933,0.6901242703822256
2112,184,481,1306,79,343,06081600300,0.42934782608695654,0.7130977130977131,0.6020883508682977
1510,149,377,897,61,259,06081600401,0.40939597315436244,0.6870026525198939,0.5959161462517167
1957,200,469,1017,79,282,06081600402,0.395,0.6012793176972282,0.6569326241134752
2858,316,685,1480,130,409,06081600700,0.41139240506329117,0.5970802919708029,0.6890068397759277
3468,326,853,2009,138,549,06081600500,0.4233128834355828,0.6436107854630715,0.6577156458480002
2179,226,462,1238,97,291,06081600600,0.42920353982300885,0.6298701298701299,0.6814159292035398
2201,209,591,1421,97,454,06081600900,0.46411483253588515,0.7681895093062606,0.6041671057901059
2936,302,711,1815,139,519,06081601100,0.4602649006622517,0.729957805907173,0.6305363089997321
1908,310,414,1078,139,284,06081600800,0.4483870967741935,0.6859903381642513,0.653634711494775
3409,329,970,1896,148,651,06081601400,0.44984802431610943,0.6711340206185566,0.6702804663389035
3690,352,866,2305,169,624,06081601000,0.48011363636363635,0.7205542725173211,0.666311553030303
2574,244,685,1451,118,459,06081601501,0.48360655737704916,0.67007299270073,0.7217222043644416
1225,91,260,773,46,182,06081601604,0.5054945054945055,0.7,0.7221350078492936
3327,271,950,1973,126,663,06081601605,0.46494464944649444,0.6978947368421052,0.6662102820123224
2899,256,790,1692,119,531,06081601603,0.46484375,0.6721518987341772,0.6915754472693032
2272,238,561,1153,71,368,06095251803,0.29831932773109243,0.6559714795008913,0.45477484472049684
1836,193,453,931,58,297,06095251804,0.3005181347150259,0.6556291390728477,0.45836604385827184
2889,314,704,1403,95,450,06095251902,0.30254777070063693,0.6392045454545454,0.47331917905166315
2786,296,637,1520,92,489,06095251903,0.3108108108108108,0.7676609105180534,0.4048803404631625
1193,103,340,660,31,236,06095251802,0.30097087378640774,0.6941176470588235,0.43360210630245183
2409,213,610,1270,62,416,06095251901,0.29107981220657275,0.6819672131147541,0.4268237630913687
3106,253,861,1815,78,637,06095251400,0.308300395256917,0.7398373983739838,0.41671372106154714
1944,161,420,1152,53,319,06095251701,0.32919254658385094,0.7595238095238095,0.43341965380945896
1166,96,218,691,32,170,06095251702,0.3333333333333333,0.7798165137614679,0.42745098039215684
1479,149,299,790,44,209,06095251200,0.2953020134228188,0.6989966555183946,0.4224655598728365
1605,146,369,916,45,268,06095251500,0.3082191780821918,0.7262872628726287,0.4243764056430178
1418,126,289,749,36,204,06095251000,0.2857142857142857,0.7058823529411765,0.4047619047619047
2006,162,551,1364,63,447,06095251300,0.3888888888888889,0.8112522686025408,0.4793686303753418
2510,208,672,1476,66,516,06095250103,0.3173076923076923,0.7678571428571429,0.4132379248658318
1826,130,623,1131,44,473,06095250104,0.3384615384615385,0.7592295345104334,0.44579606440071556
3918,359,963,2272,141,705,06095250105,0.39275766016713093,0.7320872274143302,0.5364902506963789
2736,216,605,1749,86,469,06095250106,0.39814814814814814,0.775206611570248,0.513602621811577
2514,186,724,1563,73,555,06095252103,0.3924731182795699,0.7665745856353591,0.5119829506926281
1367,98,332,705,24,220,06095250900,0.24489795918367346,0.6626506024096386,0.3695732838589981
1196,75,320,621,17,206,06095251600,0.22666666666666666,0.64375,0.35210355987055014
2075,169,524,1153,54,388,06095250200,0.31952662721893493,0.7404580152671756,0.43152565119258224
1712,168,393,910,53,287,06095250300,0.31547619047619047,0.7302798982188295,0.4319935291189646
6708,674,921,4205,321,690,06095252202,0.4762611275964392,0.749185667752443,0.635705070313508
3203,226,977,2350,112,839,06095252000,0.49557522123893805,0.8587512794268168,0.5770881896906346
2553,160,722,1832,80,604,06095252102,0.5,0.8365650969529086,0.597682119205298
2195,175,652,1632,89,568,06095252108,0.5085714285714286,0.8711656441717791,0.5837826961770624
2327,187,597,1701,97,516,06095252107,0.5187165775401069,0.864321608040201,0.6001430170376819
2716,218,677,1764,89,543,06095250605,0.40825688073394495,0.8020679468242246,0.5090053559058577
2292,171,672,1716,89,577,06095252105,0.52046783625731,0.8586309523809523,0.6061601143239381
2781,225,755,2050,117,649,06095252106,0.52,0.8596026490066225,0.6049306625577812
4174,391,920,3023,207,758,06095252104,0.5294117647058824,0.8239130434782609,0.6425578146826013
2048,183,549,1289,74,426,06095250502,0.40437158469945356,0.7759562841530054,0.5211267605633803
5834,487,1370,4076,234,1143,06095252201,0.4804928131416838,0.8343065693430657,0.575918769907355
3185,271,762,2122,125,617,06095252305,0.4612546125461255,0.8097112860892388,0.5696531843762522
2065,209,358,1130,89,263,06095252402,0.4258373205741627,0.7346368715083799,0.579656885040115
2024,176,485,1218,68,367,06095250801,0.38636363636363635,0.756701030927835,0.510589546693089
2344,221,531,1298,77,379,06095250601,0.34841628959276016,0.7137476459510358,0.4881505271075347
1281,131,246,606,38,159,06095250701,0.2900763358778626,0.6463414634146342,0.4487973498487685
1339,144,235,624,35,157,06095251100,0.24305555555555555,0.6680851063829787,0.363809271054494
2438,200,591,1524,79,453,06095250604,0.395,0.766497461928934,0.5153311258278146
1128,94,262,669,37,194,06095250501,0.39361702127659576,0.7404580152671756,0.5315858740951963
1687,128,393,1004,47,302,06095250400,0.3671875,0.7684478371501272,0.47783009105960267
2522,183,704,1658,82,564,06095252306,0.44808743169398907,0.8011363636363636,0.5593148083556175
2932,245,689,2003,131,552,06095252311,0.5346938775510204,0.8011611030478955,0.6673986986098788
1435,120,355,969,62,285,06095252312,0.5166666666666667,0.8028169014084507,0.6435672514619883
2281,173,729,1677,83,610,06095252310,0.4797687861271676,0.8367626886145405,0.5733630247323036
1875,220,357,919,71,246,06095252401,0.32272727272727275,0.6890756302521008,0.46834811529933484
1040,125,199,514,42,138,06095252501,0.336,0.6934673366834171,0.48452173913043484
671,83,129,335,29,90,06095252502,0.3493975903614458,0.6976744186046512,0.5008032128514056
